X,Y,stop_id,stop_code,stop_name,stop_desc,platform_code,zone_id,stop_url,level_id,location_type,parent_station,wheelchair_boarding,platform_name,stop_address,municipality,on_street,at_street,vehicle_type
-70.714722,41.758333,place-CM-0493,,Wareham Village,,,CF-zone-buzzards,https://www.mbta.com/stops/place-CM-0493,,"1",,"1",,"176 Merchants Way, Wareham, MA 02571",Wareham,,,
-70.616226,41.744805,place-CM-0547,,Buzzards Bay,,,CF-zone-buzzards,https://www.mbta.com/stops/place-CM-0547,,"1",,"1",,"70 Main Street, Buzzards Bay, MA 02532",Bourne,,,
-70.588772,41.746497,place-CM-0564,,Bourne,,,CF-zone-buzzards,https://www.mbta.com/stops/place-CM-0564,,"1",,"1",,"21 Bourne Bridge, Bourne, MA 02532",Bourne,,,
-70.276583,41.660225,place-CM-0790,,Hyannis,,,CF-zone-hyannis,https://www.mbta.com/stops/place-CM-0790,,"1",,"1",,"215 Iyannough Road, Hyannis, MA 02601",Barnstable,,,
-71.133246,42.238405,place-DB-0095,,Readville,,,CR-zone-2,https://www.mbta.com/stops/place-DB-0095,,"1",,"1",,"1800 Hyde Park Ave, Hyde Park, MA 02136",Boston,,,
-71.11927,42.253638,place-DB-2205,,Fairmount,,,CR-zone-1A,https://www.mbta.com/stops/place-DB-2205,,"1",,"1",,"Fairmount Ave and Truman Hwy, Hyde Park, MA 02136",Boston,,,
-71.095782,42.271466,place-DB-2222,,Blue Hill Avenue,,,CR-zone-1A,https://www.mbta.com/stops/place-DB-2222,,"1",,"1",,"Blue Hill Ave or Cummins Hwy at Woodhaven St, Mattapan, MA 02126",Boston,,,
-71.085475,42.280994,place-DB-2230,,Morton Street,,,CR-zone-1A,https://www.mbta.com/stops/place-DB-2230,,"1",,"1",,"865 Morton St, Mattapan, MA 02126",Boston,,,
-71.07814,42.292246,place-DB-2240,,Talbot Avenue,,,CR-zone-1A,https://www.mbta.com/stops/place-DB-2240,,"1",,"1",,"210 Talbot Ave, Boston, MA 02124",Boston,,,
-71.076833,42.305037,place-DB-2249,,Four Corners/Geneva,,,CR-zone-1A,https://www.mbta.com/stops/place-DB-2249,,"1",,"1",,"171 Geneva Ave, Boston, MA 02121",Boston,,,
-71.068627,42.319125,place-DB-2258,,Uphams Corner,,,CR-zone-1A,https://www.mbta.com/stops/place-DB-2258,,"1",,"1",,"691 Dudley St, Dorchester, MA 02125",Boston,,,
-71.065674,42.327415,place-DB-2265,,Newmarket,,,CR-zone-1A,https://www.mbta.com/stops/place-DB-2265,,"1",,"1",,"1070 Massachusetts Ave, Boston, MA 02118",Boston,,,
-71.034281,42.395689,place-ER-0046,,Chelsea,,,CR-zone-1A,https://www.mbta.com/stops/place-ER-0046,,"1",,"2",,"Arlington St and 6th St, Chelsea, MA 02150",Chelsea,,,
-70.969848,42.449927,place-ER-0099,,River Works,GE Employees Only,,CR-zone-2,https://www.mbta.com/stops/place-ER-0099,,"1",,"2",,"1000 Western Ave, Lynn, MA 01910 (General Electric employees only)",Lynn,,,
-70.945421,42.462953,place-ER-0115,,Lynn,,,CR-zone-2,https://www.mbta.com/stops/place-ER-0115,,"1",,"1",,"325 Broad St, Lynn, MA 01901",Lynn,,,
-70.922537,42.473743,place-ER-0128,,Swampscott,,,CR-zone-3,https://www.mbta.com/stops/place-ER-0128,,"1",,"1",,"Burrill St and Railroad Ave, Swampscott, MA 01907",Swampscott,,,
-70.895876,42.524792,place-ER-0168,,Salem,,,CR-zone-3,https://www.mbta.com/stops/place-ER-0168,,"1",,"1",,"252 Bridge St, Salem, MA 01970",Salem,,,
-70.885432,42.547276,place-ER-0183,,Beverly,,,CR-zone-4,https://www.mbta.com/stops/place-ER-0183,,"1",,"1",,"10 Park St, Beverly, MA 01915",Beverly,,,
-70.883851,42.583779,place-ER-0208,,North Beverly,,,CR-zone-5,https://www.mbta.com/stops/place-ER-0208,,"1",,"1",,"Enon St and Dodge St, Beverly, MA 01915",Beverly,,,
-70.874801,42.609212,place-ER-0227,,Hamilton/Wenham,,,CR-zone-5,https://www.mbta.com/stops/place-ER-0227,,"1",,"1",,"Bay Rd and Walnut Rd, Hamilton, MA 01982",Hamilton,,,
-70.840589,42.676921,place-ER-0276,,Ipswich,,,CR-zone-6,https://www.mbta.com/stops/place-ER-0276,,"1",,"1",,"4 Peatfield St, Ipswich, MA 01938",Ipswich,,,
-70.859034,42.726845,place-ER-0312,,Rowley,,,CR-zone-7,https://www.mbta.com/stops/place-ER-0312,,"1",,"1",,"70 Railroad Ave, Rowley, MA 01969",Rowley,,,
-70.87797,42.797837,place-ER-0362,,Newburyport,,,CR-zone-8,https://www.mbta.com/stops/place-ER-0362,,"1",,"1",,"25 Boston Way, Newburyport, MA 01950",Newburyport,,,
-71.158647,42.233249,place-FB-0109,,Endicott,,,CR-zone-2,https://www.mbta.com/stops/place-FB-0109,,"1",,"2",,"186 Grant Ave, Dedham, MA 02026",Dedham,,,
-71.174254,42.227079,place-FB-0118,,Dedham Corporate Center,,,CR-zone-2,https://www.mbta.com/stops/place-FB-0118,,"1",,"1",,"125 Allied Dr, Dedham, MA 02026",Dedham,,,
-71.183961,42.22105,place-FB-0125,,Islington,,,CR-zone-3,https://www.mbta.com/stops/place-FB-0125,,"1",,"2",,"48 Carroll Ave, Westwood, MA 02090",Westwood,,,
-71.196688,42.196857,place-FB-0143,,Norwood Depot,,,CR-zone-3,https://www.mbta.com/stops/place-FB-0143,,"1",,"1",,"14 Hill St, Norwood, MA 02062",Norwood,,,
-71.199665,42.188775,place-FB-0148,,Norwood Central,,,CR-zone-3,https://www.mbta.com/stops/place-FB-0148,,"1",,"1",,"164 Broadway, Norwood, MA 02062",Norwood,,,
-71.219366,42.172127,place-FB-0166,,Windsor Gardens,,,CR-zone-4,https://www.mbta.com/stops/place-FB-0166,,"1",,"2",,"Buckminster Dr and Engamore Ln, Norwood, MA 02062",Norwood,,,
-71.236125,42.159123,place-FB-0177,,Plimptonville,,,CR-zone-4,https://www.mbta.com/stops/place-FB-0177,,"1",,"2",,"185 Plimpton St, Walpole, MA 02081",Walpole,,,
-71.25779,42.145477,place-FB-0191,,Walpole,,,CR-zone-4,https://www.mbta.com/stops/place-FB-0191,,"1",,"2",,"275 West St, Walpole, MA 02081",Walpole,,,
-71.325217,42.120694,place-FB-0230,,Norfolk,,,CR-zone-5,https://www.mbta.com/stops/place-FB-0230,,"1",,"1",,"9 Rockwood Rd, Norfolk, MA 02056",Norfolk,,,
-71.396102,42.083238,place-FB-0275,,Franklin,,,CR-zone-6,https://www.mbta.com/stops/place-FB-0275,,"1",,"2",,"75 Depot St, Franklin, MA 02038",Franklin,,,
-71.43902,42.089941,place-FB-0303,,Forge Park/495,,,CR-zone-6,https://www.mbta.com/stops/place-FB-0303,,"1",,"1",,"1000 W Central St, Franklin, MA 02038",Franklin,,,
-71.17619,42.395896,place-FR-0064,,Belmont,,,CR-zone-1,https://www.mbta.com/stops/place-FR-0064,,"1",,"2",,"Common St and Concord Ave, Belmont, MA 02478",Belmont,,,
-71.190744,42.3876,place-FR-0074,,Waverley,,,CR-zone-1,https://www.mbta.com/stops/place-FR-0074,,"1",,"2",,"525 Trapelo Rd, Belmont, MA 02478",Belmont,,,
-71.235598,42.374269,place-FR-0098,,Waltham,,,CR-zone-2,https://www.mbta.com/stops/place-FR-0098,,"1",,"1",,"75 Carter St, Waltham, MA 02453",Waltham,,,
-71.260065,42.361898,place-FR-0115,,Brandeis/Roberts,,,CR-zone-2,https://www.mbta.com/stops/place-FR-0115,,"1",,"1",,"1 Sawyer Rd, Waltham, MA 02453",Waltham,,,
-71.282411,42.37897,place-FR-0132,,Kendal Green,,,CR-zone-3,https://www.mbta.com/stops/place-FR-0132,,"1",,"2",,"198 Church St, Weston, MA",Weston,,,
-71.289203,42.385755,place-FR-0137,,Hastings,,,CR-zone-3,https://www.mbta.com/stops/place-FR-0137,,"1",,"2",,"105 Viles St, Weston, MA 02493",Weston,,,
-71.302357,42.395625,place-FR-0147,,Silver Hill,,,CR-zone-3,https://www.mbta.com/stops/place-FR-0147,,"1",,"2",,"Silver Hill Rd and Merriam St, Weston, MA 02493",Weston,,,
-71.325404,42.41342,place-FR-0167,,Lincoln,,,CR-zone-4,https://www.mbta.com/stops/place-FR-0167,,"1",,"2",,"160 Lincoln Rd, Lincoln, MA 01773",Lincoln,,,
-71.357677,42.456565,place-FR-0201,,Concord,,,CR-zone-5,https://www.mbta.com/stops/place-FR-0201,,"1",,"2",,"90 Thoreau St, Concord, MA 01742",Concord,,,
-71.392892,42.457043,place-FR-0219,,West Concord,,,CR-zone-5,https://www.mbta.com/stops/place-FR-0219,,"1",,"1",,"Commonwealth Ave and Main St, West Concord, MA 01742",Concord,,,
-71.457744,42.460375,place-FR-0253,,South Acton,,,CR-zone-6,https://www.mbta.com/stops/place-FR-0253,,"1",,"1",,"4 Central St, Acton, MA 01720",Acton,,,
-71.502643,42.519236,place-FR-0301,,Littleton/Route 495,,,CR-zone-7,https://www.mbta.com/stops/place-FR-0301,,"1",,"1",,"Grimes Ln and Foster St, Littleton, MA 01460",Littleton,,,
-71.588476,42.559074,place-FR-0361,,Ayer,,,CR-zone-8,https://www.mbta.com/stops/place-FR-0361,,"1",,"2",,"70 Main St, Ayer, MA 01432",Ayer,,,
-71.648004,42.545089,place-FR-0394,,Shirley,,,CR-zone-8,https://www.mbta.com/stops/place-FR-0394,,"1",,"2",,"Ayer Rd and Phoenix St, Shirley, MA 01464",Shirley,,,
-71.739186,42.539017,place-FR-0451,,North Leominster,,,CR-zone-8,https://www.mbta.com/stops/place-FR-0451,,"1",,"1",,"44 Nashua St, Leominster, MA 01453",Leominster,,,
-71.792611,42.58072,place-FR-0494,,Fitchburg,,,CR-zone-8,https://www.mbta.com/stops/place-FR-0494,,"1",,"1",,"150 Main St, Fitchburg, MA 01420",Fitchburg,,,
-71.848488,42.553477,place-FR-3338,,Wachusett,,,CR-zone-8,https://www.mbta.com/stops/place-FR-3338,,"1",,"1",,"55 Authority Dr, Fitchburg, MA 01420",Fitchburg,,,
-71.26151,42.0951,place-FS-0049,,Foxboro,,,CR-zone-Event,https://www.mbta.com/stops/place-FS-0049,,"1",,"1",,"Gillette Stadium near Lots 3 and 4, Foxborough, MA 02035",Foxborough,,,
-70.869254,42.562171,place-GB-0198,,Montserrat,,,CR-zone-4,https://www.mbta.com/stops/place-GB-0198,,"1",,"1",,"180 Essex St, Beverly, MA 01915",Beverly,,,
-70.825541,42.559446,place-GB-0222,,Prides Crossing,,,CR-zone-5,https://www.mbta.com/stops/place-GB-0222,,"1",,"2",,"600 Hale St, Beverly, MA 01915",Beverly,,,
-70.811405,42.561651,place-GB-0229,,Beverly Farms,,,CR-zone-5,https://www.mbta.com/stops/place-GB-0229,,"1",,"1",,"1 Oak St, Beverly, MA 01915",Beverly,,,
-70.77009,42.573687,place-GB-0254,,Manchester,,,CR-zone-6,https://www.mbta.com/stops/place-GB-0254,,"1",,"1",,"40 Beach St, Manchester, MA 01944",Manchester-by-the-Sea,,,
-70.705417,42.611933,place-GB-0296,,West Gloucester,,,CR-zone-7,https://www.mbta.com/stops/place-GB-0296,,"1",,"1",,"290 Essex Ave, Gloucester, MA 01930",Gloucester,,,
-70.668345,42.616799,place-GB-0316,,Gloucester,,,CR-zone-7,https://www.mbta.com/stops/place-GB-0316,,"1",,"1",,"75 Railroad Ave, Gloucester, MA 01930",Gloucester,,,
-70.627055,42.655491,place-GB-0353,,Rockport,,,CR-zone-8,https://www.mbta.com/stops/place-GB-0353,,"1",,"1",,"17 Railroad Ave, Rockport, MA 01966",Rockport,,,
-70.968152,42.221503,place-GRB-0118,,Weymouth Landing/East Braintree,,,CR-zone-2,https://www.mbta.com/stops/place-GRB-0118,,"1",,"1",,"121 Commercial St, Weymouth, MA 02184",Weymouth,,,
-70.9214,42.2191,place-GRB-0146,,East Weymouth,,,CR-zone-2,https://www.mbta.com/stops/place-GRB-0146,,"1",,"1",,"1590 Commercial St, East Weymouth, MA 02189",Weymouth,,,
-70.902708,42.235838,place-GRB-0162,,West Hingham,,,CR-zone-3,https://www.mbta.com/stops/place-GRB-0162,,"1",,"1",,"20 Fort Hill Rd, Hingham, MA 02043",Hingham,,,
-70.869205,42.244959,place-GRB-0183,,Nantasket Junction,,,CR-zone-4,https://www.mbta.com/stops/place-GRB-0183,,"1",,"1",,"190 Summer St, Hingham, MA 02043",Hingham,,,
-70.837529,42.24421,place-GRB-0199,,Cohasset,,,CR-zone-4,https://www.mbta.com/stops/place-GRB-0199,,"1",,"1",,"110 Chief Justice Cushing Hwy, Cohasset, MA 02025",Cohasset,,,
-70.788602,42.219528,place-GRB-0233,,North Scituate,,,CR-zone-5,https://www.mbta.com/stops/place-GRB-0233,,"1",,"1",,"777 Country Way, Scituate, MA 02066",Scituate,,,
-70.746641,42.178776,place-GRB-0276,,Greenbush,,,CR-zone-6,https://www.mbta.com/stops/place-GRB-0276,,"1",,"1",,"247 Old Drifway, Scituate, MA 02066",Scituate,,,
-70.721709,41.97762,place-KB-0351,,Kingston,,,CR-zone-8,https://www.mbta.com/stops/place-KB-0351,,"1",,"1",,"134 Marion Dr, Kingston, MA 02364",Kingston,,,
-71.027371,42.156343,place-MM-0150,,Holbrook/Randolph,,,CR-zone-3,https://www.mbta.com/stops/place-MM-0150,,"1",,"1",,"Union St and Center St, Randolph, MA 02368",Randolph,,,
-71.022001,42.106555,place-MM-0186,,Montello,,,CR-zone-4,https://www.mbta.com/stops/place-MM-0186,,"1",,"1",,"150 Spark St, Brockton, MA 02302",Brockton,,,
-71.016534,42.084659,place-MM-0200,,Brockton,,,CR-zone-4,https://www.mbta.com/stops/place-MM-0200,,"1",,"1",,"7 Commercial St, Brockton, MA 02302",Brockton,,,
-71.011004,42.060951,place-MM-0219,,Campello,,,CR-zone-5,https://www.mbta.com/stops/place-MM-0219,,"1",,"1",,"30 Riverside Ave, Brockton, MA 02301",Brockton,,,
-70.96537,41.984916,place-MM-0277,,Bridgewater,,,CR-zone-6,https://www.mbta.com/stops/place-MM-0277,,"1",,"1",,"85 Burrill Ave, Bridgewater, MA 02324",Bridgewater,,,
-70.918444,41.87821,place-MM-0356,,Middleborough/Lakeville,,,CR-zone-8,https://www.mbta.com/stops/place-MM-0356,,"1",,"1",,"125 Commercial Dr, Lakeville, MA 02347",Lakeville,,,
-71.130283,42.287442,place-NB-0064,,Roslindale Village,,,CR-zone-1,https://www.mbta.com/stops/place-NB-0064,,"1",,"1",,"1 Belgrade Ave, Roslindale, MA 02131",Boston,,,
-71.145557,42.286588,place-NB-0072,,Bellevue,,,CR-zone-1,https://www.mbta.com/stops/place-NB-0072,,"1",,"1",,"35 Colbert St, West Roxbury, MA 02132",Boston,,,
-71.153937,42.284969,place-NB-0076,,Highland,,,CR-zone-1,https://www.mbta.com/stops/place-NB-0076,,"1",,"1",,"Corey St and Hastings St, West Roxbury, MA 02132",Boston,,,
-71.160065,42.281358,place-NB-0080,,West Roxbury,,,CR-zone-1,https://www.mbta.com/stops/place-NB-0080,,"1",,"1",,"450 Lagrange St, West Roxbury, MA 02132",Boston,,,
-71.215528,42.275648,place-NB-0109,,Hersey,,,CR-zone-2,https://www.mbta.com/stops/place-NB-0109,,"1",,"1",,"Great Plain Ave and Broad Meadow Rd, Needham, MA 02492",Needham,,,
-71.235559,42.273187,place-NB-0120,,Needham Junction,,,CR-zone-2,https://www.mbta.com/stops/place-NB-0120,,"1",,"1",,"51 Junction St, Needham, MA 02492",Needham,,,
-71.237686,42.280775,place-NB-0127,,Needham Center,,,CR-zone-2,https://www.mbta.com/stops/place-NB-0127,,"1",,"1",,"Great Plain Ave and Eaton Sq, Needham, MA 02492",Needham,,,
-71.236027,42.293444,place-NB-0137,,Needham Heights,,,CR-zone-2,https://www.mbta.com/stops/place-NB-0137,,"1",,"1",,"95 Avery Square, Needham, MA 02494",Needham,,,
-71.491147,41.581289,place-NEC-1659,,Wickford Junction,,,CR-zone-10,https://www.mbta.com/stops/place-NEC-1659,,"1",,"1",,"1011 Ten Rod Rd, North Kingstown, RI",North Kingstown,,,
-71.442453,41.726599,place-NEC-1768,,TF Green Airport,,,CR-zone-9,https://www.mbta.com/stops/place-NEC-1768,,"1",,"1",,"700 Jefferson Blvd, Warwick, RI 02886",Warwick,,,
-71.413301,41.829293,place-NEC-1851,,Providence,,,CR-zone-8,https://www.mbta.com/stops/place-NEC-1851,,"1",,"1",,"100 Gaspee St, Providence, RI 02903",Providence,,,
-71.354621,41.897943,place-NEC-1919,,South Attleboro,,,CR-zone-7,https://www.mbta.com/stops/place-NEC-1919,,"1",,"1",,"1315 Newport Ave, Attleboro, MA 02703",Attleboro,,,
-71.285094,41.940739,place-NEC-1969,,Attleboro,,,CR-zone-7,https://www.mbta.com/stops/place-NEC-1969,,"1",,"1",,"133 S Main St, Attleboro, MA 02703",Attleboro,,,
-71.219917,42.032787,place-NEC-2040,,Mansfield,,,CR-zone-6,https://www.mbta.com/stops/place-NEC-2040,,"1",,"1",,"1 Crocker St, Mansfield, MA 02048",Mansfield,,,
-71.184468,42.124553,place-NEC-2108,,Sharon,,,CR-zone-4,https://www.mbta.com/stops/place-NEC-2108,,"1",,"1",,"1 Upland Rd, Sharon, MA 02067",Sharon,,,
-71.15376,42.163204,place-NEC-2139,,Canton Junction,,,CR-zone-3,https://www.mbta.com/stops/place-NEC-2139,,"1",,"1",,"Beaumont St and Sherman St, Canton, MA 02021",Canton,,,
-71.147134,42.210308,place-NEC-2173,,Route 128,,,CR-zone-2,https://www.mbta.com/stops/place-NEC-2173,,"1",,"1",,"50 University Ave, Westwood, MA 02090",Westwood,,,
-71.125526,42.25503,place-NEC-2203,,Hyde Park,,,CR-zone-1,https://www.mbta.com/stops/place-NEC-2203,,"1",,"1",,"1 Pingree St, Hyde Park, MA 02136",Boston,,,
-71.133342,42.421776,place-NHRML-0055,,West Medford,,,CR-zone-1A,https://www.mbta.com/stops/place-NHRML-0055,,"1",,"2",,"481 High St, Medford, MA 02155",Medford,,,
-71.140169,42.444948,place-NHRML-0073,,Wedgemere,,,CR-zone-1,https://www.mbta.com/stops/place-NHRML-0073,,"1",,"1",,"25 Mystic Valley Pkwy, Winchester, MA 01890",Winchester,,,
-71.13783,42.451088,place-NHRML-0078,,Winchester Center,,,CR-zone-1,https://www.mbta.com/stops/place-NHRML-0078,,"1",,"2",,"29 Waterfield Rd, Winchester, MA 01890",Winchester,,,
-71.137618,42.504402,place-NHRML-0116,,Mishawum,,,CR-zone-2,https://www.mbta.com/stops/place-NHRML-0116,,"1",,"2",,"250 Mishawum Rd, Woburn, MA 01801",Woburn,,,
-71.144475,42.516987,place-NHRML-0127,,Anderson/Woburn,,,CR-zone-2,https://www.mbta.com/stops/place-NHRML-0127,,"1",,"1",,"100 Atlantic Ave, Woburn, MA 01801",Woburn,,,
-71.174334,42.546624,place-NHRML-0152,,Wilmington,,,CR-zone-3,https://www.mbta.com/stops/place-NHRML-0152,,"1",,"1",,"405 Main St, Wilmington, MA 01887",Wilmington,,,
-71.280995,42.593248,place-NHRML-0218,,North Billerica,,,CR-zone-5,https://www.mbta.com/stops/place-NHRML-0218,,"1",,"1",,"Ruggles St and Station St, North Billerica, MA 01862",Billerica,,,
-71.314543,42.63535,place-NHRML-0254,,Lowell,,,CR-zone-6,https://www.mbta.com/stops/place-NHRML-0254,,"1",,"1",,"101 Thorndike St, Lowell, MA 01852",Lowell,,,
-70.953302,42.155025,place-PB-0158,,South Weymouth,,,CR-zone-3,https://www.mbta.com/stops/place-PB-0158,,"1",,"1",,"89 Trotter Rd, Weymouth, MA 02190",Weymouth,,,
-70.934405,42.107156,place-PB-0194,,Abington,,,CR-zone-4,https://www.mbta.com/stops/place-PB-0194,,"1",,"1",,"231 Centre Ave, Abington, MA 02351",Abington,,,
-70.923411,42.082749,place-PB-0212,,Whitman,,,CR-zone-5,https://www.mbta.com/stops/place-PB-0212,,"1",,"1",,"383 South Ave, Whitman, MA 02382",Whitman,,,
-70.882438,42.043967,place-PB-0245,,Hanson,,,CR-zone-6,https://www.mbta.com/stops/place-PB-0245,,"1",,"1",,"1070 Main St, Hanson, MA 02341",Hanson,,,
-70.824263,42.014739,place-PB-0281,,Halifax,,,CR-zone-7,https://www.mbta.com/stops/place-PB-0281,,"1",,"1",,"6 Garden Rd, Halifax, MA 02338",Halifax,,,
-70.690421,41.981278,place-PB-0356,,Plymouth,,,CR-zone-8,https://www.mbta.com/stops/place-PB-0356,,"1",,"1",,"385 Court St, Plymouth, MA 02360",Plymouth,,,
-71.14628,42.157095,place-SB-0156,,Canton Center,,,CR-zone-3,https://www.mbta.com/stops/place-SB-0156,,"1",,"1",,"710 Washington St, Canton, MA 02021",Canton,,,
-71.103627,42.124084,place-SB-0189,,Stoughton,,,CR-zone-4,https://www.mbta.com/stops/place-SB-0189,,"1",,"1",,"45 Wyman St, Stoughton, MA 02072",Stoughton,,,
-71.099974,42.347581,place-WML-0025,,Lansdowne,,,CR-zone-1A,https://www.mbta.com/stops/place-WML-0025,,"1",,"1",,"85 Brookline Ave Boston, MA 02215",Boston,,,
-71.139883,42.357293,place-WML-0035,,Boston Landing,,,CR-zone-1A,https://www.mbta.com/stops/place-WML-0035,,"1",,"1",,"100 Arthur St, Boston, MA 02134",Boston,,,
-71.205408,42.351702,place-WML-0081,,Newtonville,,,CR-zone-1,https://www.mbta.com/stops/place-WML-0081,,"1",,"2",,"770 Washington St Newton, MA 02460",Newton,,,
-71.230528,42.347878,place-WML-0091,,West Newton,,,CR-zone-2,https://www.mbta.com/stops/place-WML-0091,,"1",,"2",,"1395 Washington St, Newton, MA 02465",Newton,,,
-71.250826,42.345725,place-WML-0102,,Auburndale,,,CR-zone-2,https://www.mbta.com/stops/place-WML-0102,,"1",,"2",,"Auburn St and Woodland Rd, Newton, MA 02466",Newton,,,
-71.272288,42.323608,place-WML-0125,,Wellesley Farms,,,CR-zone-3,https://www.mbta.com/stops/place-WML-0125,,"1",,"2",,"90 Croton St, Wellesley, MA 02481",Wellesley,,,
-71.277044,42.31037,place-WML-0135,,Wellesley Hills,,,CR-zone-3,https://www.mbta.com/stops/place-WML-0135,,"1",,"2",,"341 Washington St, Wellesley, MA 02481",Wellesley,,,
-71.294173,42.297526,place-WML-0147,,Wellesley Square,,,CR-zone-3,https://www.mbta.com/stops/place-WML-0147,,"1",,"2",,"1 Grove St, Wellesley, MA 02482",Wellesley,,,
-71.347133,42.285719,place-WML-0177,,Natick Center,,,CR-zone-4,https://www.mbta.com/stops/place-WML-0177,,"1",,"2",,"1 Walnut St, Natick, MA 01760",Natick,,,
-71.391797,42.283064,place-WML-0199,,West Natick,,,CR-zone-4,https://www.mbta.com/stops/place-WML-0199,,"1",,"1",,"249 W Central St, Natick, MA 01760",Natick,,,
-71.420055,42.276108,place-WML-0214,,Framingham,,,CR-zone-5,https://www.mbta.com/stops/place-WML-0214,,"1",,"1",,"417 Waverly St, Framingham, MA 01702",Framingham,,,
-71.482161,42.26149,place-WML-0252,,Ashland,,,CR-zone-6,https://www.mbta.com/stops/place-WML-0252,,"1",,"1",,"Pleasant St and Cordaville Rd, Ashland, MA 01721",Ashland,,,
-71.524371,42.267024,place-WML-0274,,Southborough,,,CR-zone-6,https://www.mbta.com/stops/place-WML-0274,,"1",,"1",,"87 Southville Rd, Southborough, MA 01772",Southborough,,,
-71.647076,42.269644,place-WML-0340,,Westborough,,,CR-zone-7,https://www.mbta.com/stops/place-WML-0340,,"1",,"1",,"Smith Pkwy and Fisher St, Westborough, MA 01581",Westborough,,,
-71.685325,42.2466,place-WML-0364,,Grafton,,,CR-zone-8,https://www.mbta.com/stops/place-WML-0364,,"1",,"1",,"1 Pine St, North Grafton, MA 01536-1856",Grafton,,,
-71.794888,42.261461,place-WML-0442,,Worcester,,,CR-zone-8,https://www.mbta.com/stops/place-WML-0442,,"1",,"1",,"2 Washington Sq, Worcester, MA 01608",Worcester,,,
-71.069379,42.451731,place-WR-0062,,Wyoming Hill,,,CR-zone-1,https://www.mbta.com/stops/place-WR-0062,,"1",,"2",,"40 W Wyoming Ave, Melrose, MA 02176",Melrose,,,
-71.069789,42.458768,place-WR-0067,,Melrose/Cedar Park,,,CR-zone-1,https://www.mbta.com/stops/place-WR-0067,,"1",,"2",,"Cedar Park and W Emerson St, Melrose, MA 02176",Melrose,,,
-71.068297,42.469464,place-WR-0075,,Melrose Highlands,,,CR-zone-1,https://www.mbta.com/stops/place-WR-0075,,"1",,"1",,"497 Franklin St, Melrose, MA 02176",Melrose,,,
-71.067247,42.483005,place-WR-0085,,Greenwood,,,CR-zone-2,https://www.mbta.com/stops/place-WR-0085,,"1",,"2",,"907 Main St, Wakefield, MA 01880",Wakefield,,,
-71.075566,42.502126,place-WR-0099,,Wakefield,,,CR-zone-2,https://www.mbta.com/stops/place-WR-0099,,"1",,"2",,"225 North Ave, Wakefield, MA 01880",Wakefield,,,
-71.108294,42.52221,place-WR-0120,,Reading,,,CR-zone-2,https://www.mbta.com/stops/place-WR-0120,,"1",,"1",,"35 Lincoln St, Reading, MA 01867",Reading,,,
-71.159696,42.569661,place-WR-0163,,North Wilmington,,,CR-zone-3,https://www.mbta.com/stops/place-WR-0163,,"1",,"2",,"370 Middlesex Ave, Wilmington, MA 01887",Wilmington,,,
-71.159962,42.627356,place-WR-0205,,Ballardvale,,,CR-zone-4,https://www.mbta.com/stops/place-WR-0205,,"1",,"1",,"195 Andover St, Andover, MA 01810",Andover,,,
-71.144502,42.658336,place-WR-0228,,Andover,,,CR-zone-5,https://www.mbta.com/stops/place-WR-0228,,"1",,"1",,"17 Railroad St, Andover, MA 01810",Andover,,,
-71.15198,42.701806,place-WR-0264,,Lawrence,,,CR-zone-6,https://www.mbta.com/stops/place-WR-0264,,"1",,"1",,"S Union St and Merrimack St, Lawrence, MA 01843",Lawrence,,,
-71.088411,42.766912,place-WR-0325,,Bradford,,,CR-zone-7,https://www.mbta.com/stops/place-WR-0325,,"1",,"1",,"10 Railroad Ave, Bradford, MA 01835",Haverhill,,,
-71.086237,42.773474,place-WR-0329,,Haverhill,,,CR-zone-7,https://www.mbta.com/stops/place-WR-0329,,"1",,"1",,"1 Washington Ave, Haverhill, MA 01832",Haverhill,,,
-71.142483,42.395428,place-alfcl,,Alewife,,,,https://www.mbta.com/stops/place-alfcl,,"1",,"1",,"Alewife Brook Pkwy and Cambridge Park Dr, Cambridge, MA 02140",Cambridge,,,
-71.137955,42.348701,place-alsgr,,Allston Street,,,,https://www.mbta.com/stops/place-alsgr,,"1",,"2",,"Allston St and Commonwealth Ave, Boston, MA 02134",Boston,,,
-71.057655,42.330154,place-andrw,,Andrew,,,,https://www.mbta.com/stops/place-andrw,,"1",,"1",,"Dorchester Ave and Southhampton St, South Boston, MA 02127",Boston,,,
-71.030395,42.374262,place-aport,,Airport,,,,https://www.mbta.com/stops/place-aport,,"1",,"1",,"Transportation Way and Service Rd, Boston, MA 02128",Boston,,,
-71.051652,42.359784,place-aqucl,,Aquarium,,,,https://www.mbta.com/stops/place-aqucl,,"1",,"1",,"Atlantic Ave and State St, Boston, MA 02120",Boston,,,
-71.070893,42.351902,place-armnl,,Arlington,,,,https://www.mbta.com/stops/place-armnl,,"1",,"1",,"Arlington St and Boylston St, Boston, MA 02116",Boston,,,
-71.063777,42.28452,place-asmnl,,Ashmont,,,,https://www.mbta.com/stops/place-asmnl,,"1",,"1",,"Dorchester Ave and Ashmont St, Boston, MA 02124",Boston,,,
-71.077257,42.392811,place-astao,,Assembly,,,,https://www.mbta.com/stops/place-astao,,"1",,"1",,"499 Foley St, Somerville, MA 02145",Somerville,,,
